movie,year,genre,color,language,country,rating,duration,budget
The Amityville Horror,2005,Drama,Color,English,USA,R,90,19000000
Duets,2000,Comedy,Color,English,USA,R,112,15000000
2 Fast 2 Furious,2003,Action,Color,English,USA,PG-13,107,76000000
Sparkle,2012,Drama,Color,English,USA,PG-13,116,17000000
Captive,2015,Crime,Color,English,USA,PG-13,97,2000000
The Hangover Part II,2011,Comedy,Color,English,USA,R,102,80000000
Self/less,2015,Action,Color,English,USA,PG-13,117,26000000
The Warrior's Way,2010,Action,Color,English,New Zealand,R,100,45000000
Out Cold,2001,Comedy,Color,English,USA,PG-13,89,11000000
Pearl Harbor,2001,Action,Black and White,English,USA,PG-13,184,140000000
The Collection,2012,Action,Color,English,USA,R,82,10000000
Friday After Next,2002,Comedy,Color,English,USA,R,85,20000000
Armored,2009,Action,Color,English,USA,PG-13,88,27000000
Only God Forgives,2013,Crime,Color,English,Denmark,R,90,4800000
Exit Wounds,2001,Action,Color,English,USA,R,101,33000000
Killers,2010,Action,Color,English,USA,PG-13,100,75000000
Head of State,2003,Comedy,Color,English,USA,PG-13,95,35200000
The Avengers,2012,Action,Color,English,USA,PG-13,173,220000000
The Avengers,2012,Action,Color,English,USA,PG-13,173,220000000
Brooklyn Rules,2007,Crime,Color,English,USA,R,99,8000000
The Internship,2013,Comedy,Color,English,USA,PG-13,125,58000000
Rush Hour 3,2007,Action,Color,English,USA,PG-13,91,140000000
Swing Vote,2008,Comedy,Color,English,USA,PG-13,120,21000000
Jeepers Creepers,2001,Horror,Color,English,Germany,R,90,10000000
Jurassic Park III,2001,Action,Color,English,USA,PG-13,92,93000000
xXx,2002,Action,Color,English,USA,PG-13,132,70000000
Deep Blue Sea,1999,Action,Color,English,USA,R,105,60000000
Gun Shy,2000,Comedy,Color,English,USA,R,101,10000000
Mirror Mirror,2012,Adventure,Color,English,USA,PG,106,85000000
Runaway Bride,1999,Comedy,Color,English,USA,PG,116,70000000
The Texas Chainsaw Massacre 2,1986,Comedy,Color,English,USA,X,101,4700000
Hollywood Homicide,2003,Action,Color,English,USA,PG-13,116,75000000
The Words,2012,Drama,Color,English,USA,PG-13,102,6000000
Dracula Untold,2014,Action,Color,English,USA,PG-13,92,70000000
Letters to God,2010,Drama,Color,English,USA,PG,110,3500000
28 Days,2000,Comedy,Color,English,USA,PG-13,103,43000000
The Guilt Trip,2012,Comedy,Color,English,USA,PG-13,95,40000000
Pride and Prejudice and Zombies,2016,Action,Color,English,USA,PG-13,108,28000000
Volcano,1997,Action,Color,English,USA,PG-13,104,90000000
The Lone Ranger,2013,Action,Color,English,USA,PG-13,150,215000000
Resident Evil: Extinction,2007,Action,Color,English,France,R,94,45000000
The Good German,2006,Drama,Black and White,English,USA,R,105,32000000
Saw VI,2009,Horror,Color,English,Canada,R,92,11000000
Captain Corelli's Mandolin,2001,Drama,Color,English,UK,R,131,57000000
Duplex,2003,Comedy,Color,English,USA,PG-13,89,40000000
Cradle 2 the Grave,2003,Action,Color,English,USA,R,101,30000000
Bubble Boy,2001,Adventure,Color,English,USA,PG-13,84,13000000
Peeples,2013,Comedy,Color,English,USA,PG-13,95,15000000
Gulliver's Travels,2010,Adventure,Color,English,USA,PG,85,112000000
Need for Speed,2014,Action,Color,English,USA,PG-13,132,66000000
The Lucky One,2012,Drama,Color,English,USA,PG-13,101,25000000
The Life Before Her Eyes,2007,Drama,Color,English,USA,R,90,8000000
I Am Number Four,2011,Action,Color,English,USA,PG-13,109,60000000
Raising Helen,2004,Comedy,Color,English,USA,PG-13,119,50000000
The Good Guy,2009,Comedy,Color,English,USA,R,90,8000000
The Extra Man,2010,Comedy,Color,English,USA,R,108,7000000
Species,1995,Action,Color,English,USA,R,108,35000000
Tusk,2014,Comedy,Color,English,USA,R,102,3000000
Twilight,2008,Drama,Color,English,USA,PG-13,122,37000000
Twilight,2008,Drama,Color,English,USA,PG-13,122,37000000
Swordfish,2001,Action,Color,English,USA,R,99,80000000
How to Lose Friends & Alienate People,2008,Comedy,Color,English,UK,R,110,27000000
Project Almanac,2015,Sci-Fi,Color,English,USA,PG-13,106,12000000
The Fifth Estate,2013,Biography,Color,English,USA,R,128,28000000
Percy Jackson: Sea of Monsters,2013,Adventure,Color,English,USA,PG,106,90000000
Hide and Seek,2005,Drama,Color,English,USA,R,101,30000000
Bullet to the Head,2012,Action,Color,English,USA,R,92,55000000
Imagine That,2009,Comedy,Color,English,USA,PG,107,55000000
In the Cut,2003,Mystery,Color,English,Australia,R,113,12000000
Black Nativity,2013,Drama,Color,English,USA,PG,93,17500000
Bad Boys II,2003,Action,Color,English,USA,R,147,130000000
London,2005,Drama,Color,English,UK,R,92,14000
Ninja Assassin,2009,Action,Color,English,USA,R,99,40000000
Country Strong,2010,Drama,Color,English,Official site,PG-13,117,15000000
Mrs. Winterbourne,1996,Comedy,Color,English,USA,PG-13,105,25000000
Deep Impact,1998,Action,Color,English,USA,PG-13,120,75000000
What Happens in Vegas,2008,Comedy,Color,English,USA,PG-13,101,35000000
Halloween 4: The Return of Michael Myers,1988,Horror,Color,English,USA,R,88,5000000
You Don't Mess with the Zohan,2008,Action,Color,English,USA,PG-13,113,90000000
Honey,2003,Drama,Color,English,USA,PG-13,94,25000000
Bachelorette,2012,Comedy,Color,English,USA,R,87,3000000
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Action,Color,English,USA,PG-13,112,135000000
Horrible Bosses 2,2014,Comedy,Color,English,USA,R,116,42000000
Deadfall,2012,Crime,Color,English,USA,R,95,12000000
Original Sin,2001,Drama,Color,English,France,R,118,42000000
Abraham Lincoln: Vampire Hunter,2012,Action,Color,English,USA,R,105,69000000
Hoot,2006,Adventure,Color,English,USA,PG,91,15000000
MacGruber,2010,Action,Color,English,USA,R,95,10000000
Home on the Range,2004,Animation,Color,English,USA,PG,76,110000000
Stone,2010,Drama,Color,English,USA,R,105,22000000
Cats & Dogs,2001,Action,Color,English,USA,PG,87,60000000
Queen of the Damned,2002,Drama,Color,English,USA,R,101,35000000
Charlie St. Cloud,2010,Drama,Color,English,USA,PG-13,99,44000000
The Jackal,1997,Action,Color,English,USA,R,124,60000000
How High,2001,Comedy,Color,English,USA,R,93,12000000
Waterworld,1995,Action,Color,English,USA,PG-13,176,175000000
Must Love Dogs,2005,Comedy,Color,English,USA,PG-13,98,30000000
Savage Grace,2007,Drama,Color,English,Spain,Not Rated,97,4600000
Chicken Little,2005,Adventure,Color,English,USA,G,81,150000000
The Lords of Salem,2012,Drama,Color,English,USA,R,101,2500000
Home Fries,1998,Comedy,Color,English,USA,PG-13,91,15000000
Surrogates,2009,Action,Color,English,USA,PG-13,89,80000000
Reno 911!: Miami,2007,Comedy,Color,English,USA,R,84,10000000
Be Cool,2005,Comedy,Color,English,USA,PG-13,118,53000000
Poseidon,2006,Action,Color,English,USA,PG-13,98,160000000
Bringing Down the House,2003,Comedy,Color,English,USA,PG-13,105,33000000
Prom,2011,Comedy,Color,English,USA,PG,104,8000000
Tim and Eric's Billion Dollar Movie,2012,Comedy,Color,English,USA,R,93,3000000
Here on Earth,2000,Drama,Color,English,USA,PG-13,96,15000000
The Ten,2007,Comedy,Color,English,USA,R,96,5250000
Beyond Borders,2003,Adventure,Color,English,USA,R,127,35000000
Grudge Match,2013,Comedy,Color,English,USA,PG-13,113,40000000
The Monuments Men,2014,Drama,Color,English,USA,PG-13,118,70000000
Snow Flower and the Secret Fan,2011,Drama,,English,China,PG-13,104,6000000
Dead Man on Campus,1998,Comedy,Color,English,USA,R,96,14000000
Jane Got a Gun,2016,Action,Color,English,USA,R,98,25000000
Rambo III,1988,Action,Color,English,USA,R,87,63000000
Bulletproof Monk,2003,Action,Color,English,USA,PG-13,104,52000000
Southland Tales,2006,Comedy,Color,English,France,R,160,17000000
Batman Forever,1995,Action,Color,English,USA,PG-13,121,100000000
Good Boy!,2003,Comedy,Color,English,USA,PG,87,17000000
Pandorum,2009,Action,Color,English,Germany,R,108,33000000
Derailed,2005,Drama,Color,English,USA,R,112,22000000
Burnt,2015,Comedy,Color,English,USA,R,101,20000000
Resident Evil: Apocalypse,2004,Action,Color,English,Germany,R,98,45000000
Lakeview Terrace,2008,Crime,Color,English,USA,PG-13,110,22000000
2016: Obama's America,2012,Documentary,Color,English,USA,PG,87,2500000
Just Go with It,2011,Comedy,Color,English,USA,PG-13,117,80000000
10th & Wolf,2006,Crime,Color,English,USA,R,107,8000000
The Peacemaker,1997,Action,Color,English,USA,R,124,50000000
Cirque du Freak: The Vampire's Assistant,2009,Action,Color,English,USA,PG-13,109,40000000
There Be Dragons,2011,Biography,Color,English,Spain,PG-13,102,36000000
Safe Haven,2013,Drama,Color,English,USA,PG-13,115,28000000
The Raven,2012,Crime,Color,English,USA,R,110,26000000
Taken 2,2012,Action,Color,English,France,PG-13,98,45000000
The November Man,2014,Action,Color,English,USA,R,108,15000000
Knowing,2009,Drama,Color,English,USA,PG-13,121,50000000
Larry Crowne,2011,Comedy,Color,English,USA,PG-13,98,30000000
Chasing Liberty,2004,Comedy,Color,English,USA,PG-13,101,23000000
Chasing Liberty,2004,Comedy,Color,English,USA,PG-13,101,23000000
We Are Your Friends,2015,Drama,Color,English,UK,R,96,2000000
The Story of Us,1999,Comedy,Color,English,USA,R,95,50000000
Raise Your Voice,2004,Family,Color,English,USA,PG,103,15000000
Into the Blue,2005,Action,Color,English,USA,PG-13,110,50000000
Straw Dogs,2011,Action,Color,English,USA,R,110,25000000
Bad Teacher,2011,Comedy,Color,English,USA,R,97,20000000
"War, Inc.",2008,Action,Color,English,USA,R,107,10000000
Casa de mi Padre,2012,Comedy,Color,Spanish,USA,R,84,6000000
Ready to Rumble,2000,Comedy,Color,English,USA,PG-13,107,24000000
Awake,2007,Crime,Color,English,USA,R,84,8600000
This Means War,2012,Action,Color,English,USA,PG-13,103,65000000
A View to a Kill,1985,Action,Color,English,UK,PG,131,30000000
Take Me Home Tonight,2011,Comedy,Color,English,USA,R,97,23000000
Battleship,2012,Action,Color,English,USA,PG-13,131,209000000
Song One,2014,Drama,Color,English,USA,PG-13,86,6000000
Little Black Book,2004,Comedy,Color,English,USA,PG-13,105,35000000
Killer Elite,2011,Action,Color,English,UK,R,116,35000000
Casino Jack,2010,Biography,Color,English,Canada,R,108,15000000
Escape from Planet Earth,2013,Adventure,Color,English,USA,PG,89,40000000
Saw IV,2007,Horror,Color,English,USA,R,96,10000000
The Night Listener,2006,Crime,Color,English,USA,R,81,4000000
Not Another Teen Movie,2001,Comedy,Color,English,USA,R,99,16000000
Alvin and the Chipmunks,2007,Animation,Color,English,USA,PG,92,60000000
Big Momma's House,2000,Action,Color,English,USA,PG-13,99,30000000
Double Jeopardy,1999,Crime,Color,English,USA,R,105,70000000
Ride Along,2014,Action,Color,English,USA,PG-13,99,25000000
The Battle of Shaker Heights,2003,Comedy,Color,English,USA,PG-13,79,1000000
Miracle at St. Anna,2008,Action,Color,English,USA,R,160,45000000
The Other Woman,2014,Comedy,Color,English,USA,PG-13,109,40000000
The Corruptor,1999,Action,Color,English,USA,R,110,30000000
Coyote Ugly,2000,Comedy,Color,English,USA,PG-13,107,45000000
Enough,2002,Crime,Color,English,USA,PG-13,115,38000000
Lake Placid,1999,Action,Color,English,USA,R,82,27000000
Urban Legend,1998,Horror,Color,English,USA,R,99,14000000
Loser,2000,Comedy,Color,English,USA,PG-13,98,20000000
Scary Movie 4,2006,Comedy,Color,English,USA,PG-13,89,45000000
Soul Plane,2004,Comedy,Color,English,USA,R,92,16000000
In the Land of Blood and Honey,2011,Drama,Color,Bosnian,USA,R,127,13000000
Kiss the Girls,1997,Crime,Color,English,USA,R,115,27000000
Never Back Down,2008,Action,Color,English,USA,PG-13,110,20000000
Alice Through the Looking Glass,2016,Adventure,Color,English,USA,PG,113,170000000
The Change-Up,2011,Comedy,Color,English,USA,R,118,52000000
Before I Go to Sleep,2014,Drama,Color,English,UK,R,92,22000000
Hitman,2007,Action,Color,English,France,R,94,24000000
Lions for Lambs,2007,Drama,Color,English,USA,R,92,35000000
Final Destination 2,2003,Horror,Color,English,USA,R,90,26000000
The Expendables 3,2014,Action,Color,English,USA,PG-13,131,90000000
The Invasion,2007,Sci-Fi,Color,English,USA,PG-13,99,80000000
Eat Pray Love,2010,Drama,Color,English,USA,PG-13,140,60000000
Admission,2013,Comedy,Color,English,USA,PG-13,107,13000000
Failure to Launch,2006,Comedy,Color,English,USA,PG-13,95,50000000
The Scorpion King,2002,Action,Color,English,USA,PG-13,100,60000000
The Sweetest Thing,2002,Comedy,Color,English,USA,R,90,43000000
Broken City,2013,Crime,Color,English,USA,R,109,35000000
The Incredible Burt Wonderstone,2013,Comedy,Color,English,USA,PG-13,100,30000000
The Good Night,2007,Comedy,Color,English,USA,R,93,15000000
Hey Arnold! The Movie,2002,Adventure,Color,English,USA,PG,76,3000000
Mad Money,2008,Comedy,Color,English,USA,PG-13,104,22000000
Maid in Manhattan,2002,Comedy,Color,English,USA,PG-13,105,55000000
Jennifer's Body,2009,Comedy,Color,English,USA,R,107,16000000
DOA: Dead or Alive,2006,Action,Color,English,USA,PG-13,87,21000000
Hall Pass,2011,Comedy,Color,English,USA,R,111,36000000
The Last Song,2010,Drama,Color,English,USA,PG,107,20000000
Rugrats Go Wild,2003,Adventure,Color,English,USA,PG,80,25000000
Max Keeble's Big Move,2001,Comedy,Color,English,USA,PG,91,12000000
A Nightmare on Elm Street 5: The Dream Child,1989,Fantasy,Black and White,English,USA,X,89,8000000
Get Rich or Die Tryin',2005,Biography,Color,English,USA,R,117,40000000
Love in the Time of Cholera,2007,Drama,Color,English,USA,R,139,45000000
A Million Ways to Die in the West,2014,Comedy,Color,English,USA,R,136,40000000
My Big Fat Greek Wedding 2,2016,Comedy,Color,English,USA,PG-13,94,18000000
Lucky You,2007,Drama,Color,English,USA,PG-13,124,55000000
America's Sweethearts,2001,Comedy,Color,English,USA,PG-13,102,48000000
Cutthroat Island,1995,Action,Color,English,USA,PG-13,124,98000000
Domestic Disturbance,2001,Crime,Color,English,USA,PG-13,89,53000000
Jawbreaker,1999,Comedy,Color,English,USA,R,87,3500000
Unaccompanied Minors,2006,Adventure,Color,English,USA,PG,90,26000000
Ishtar,1987,Action,Color,English,USA,PG-13,107,51000000
I Spit on Your Grave,2010,Horror,Color,English,USA,R,105,2000000
Vacation,2015,Adventure,Color,English,USA,R,99,31000000
American Outlaws,2001,Action,Color,English,USA,PG-13,94,35000000
Firewall,2006,Crime,Color,English,USA,PG-13,105,50000000
Drillbit Taylor,2008,Comedy,Color,English,USA,PG-13,102,40000000
The Core,2003,Action,Color,English,USA,PG-13,135,60000000
They,2002,Horror,Color,English,USA,PG-13,89,17000000
The Marine,2006,Action,Color,English,USA,PG-13,92,20000000
Child 44,2015,Crime,Color,English,Czech Republic,R,137,50000000
3 Days to Kill,2014,Action,Color,English,USA,PG-13,123,28000000
A Night at the Roxbury,1998,Comedy,Color,English,USA,PG-13,82,17000000
The Wedding Date,2005,Comedy,Color,English,USA,PG-13,90,15000000
"As Above, So Below",2014,Horror,Color,English,USA,R,93,5000000
Friday the 13th Part 2,1981,Horror,Color,English,USA,R,87,1250000
Creepshow 2,1987,Comedy,Color,English,USA,R,85,3500000
Lady in the Water,2006,Drama,Color,English,USA,PG-13,110,70000000
People I Know,2002,Crime,Color,English,USA,R,100,22000000
Aliens in the Attic,2009,Adventure,Color,English,USA,PG,86,45000000
Torque,2004,Action,Color,English,USA,PG-13,84,40000000
The Thirteenth Floor,1999,Mystery,Color,English,Germany,R,100,16000000
Joy Ride,2001,Mystery,Color,English,USA,R,97,23000000
Let's Be Cops,2014,Comedy,Color,English,USA,R,104,17000000
The Boondock Saints II: All Saints Day,2009,Action,Color,English,USA,R,138,8000000
Adore,2013,Drama,Color,English,Australia,R,112,16000000
Jumper,2008,Action,Color,English,USA,PG-13,88,85000000
Bedtime Stories,2008,Comedy,Color,English,USA,PG,99,80000000
The Legend of Zorro,2005,Action,Color,Spanish,USA,PG,129,75000000
The Grudge,2004,Horror,Color,English,USA,PG-13,98,10000000
Nine,2009,Drama,Black and White,English,USA,PG-13,118,80000000
Autumn in New York,2000,Drama,Color,English,USA,PG-13,103,40000000
The Man,2005,Action,Color,English,Germany,PG-13,83,33000000
White Chicks,2004,Comedy,Color,English,USA,PG-13,109,37000000
The Lawnmower Man,1992,Horror,Color,English,UK,R,140,10000000
Double Take,2001,Action,Color,English,USA,PG-13,88,24000000
Donkey Punch,2008,Crime,Color,English,UK,R,99,900000
Alex Rider: Operation Stormbreaker,2006,Action,Color,English,Germany,PG,93,40000000
Gods and Generals,2003,Drama,Color,English,USA,PG-13,280,56000000
Along Came Polly,2004,Comedy,Color,English,USA,PG-13,90,42000000
The New Guy,2002,Comedy,Color,English,USA,PG-13,92,13000000
G.I. Joe: The Rise of Cobra,2009,Action,Color,English,USA,PG-13,118,175000000
G.I. Joe: Retaliation,2013,Action,Color,English,USA,PG-13,122,130000000
The Purge,2013,Horror,Color,English,USA,R,85,3000000
Son of God,2014,Biography,Color,English,USA,PG-13,170,22000000
Drowning Mona,2000,Comedy,Color,English,USA,PG-13,96,16000000
Mars Needs Moms,2011,Action,Color,English,USA,PG,88,150000000
Snow Day,2000,Adventure,Color,English,USA,PG,89,13000000
Blended,2014,Comedy,Color,English,USA,PG-13,117,40000000
Exodus: Gods and Kings,2014,Action,Color,English,UK,PG-13,150,140000000
Sucker Punch,2011,Action,Color,English,USA,PG-13,128,82000000
Exodus: Gods and Kings,2014,Action,Color,English,UK,PG-13,150,140000000
The Mortal Instruments: City of Bones,2013,Fantasy,Color,English,USA,PG-13,130,60000000
Trust the Man,2005,Comedy,Color,English,USA,R,103,9000000
Dickie Roberts: Former Child Star,2003,Comedy,Color,English,USA,PG-13,98,17000000
Monster-in-Law,2005,Comedy,Color,English,Germany,PG-13,101,60000000
Little Nicky,2000,Comedy,Color,English,USA,PG-13,90,80000000
Impostor,2001,Drama,Color,English,USA,R,102,40000000
The Statement,2003,Drama,Black and White,English,Canada,R,120,23000000
15 Minutes,2001,Action,Color,English,USA,R,120,42000000
Transformers: Revenge of the Fallen,2009,Action,Color,English,USA,PG-13,150,200000000
Brick Mansions,2014,Action,Color,English,France,PG-13,100,28000000
Barnyard,2006,Animation,Color,English,Germany,PG,90,51000000
Daddy Day Care,2003,Comedy,Color,English,USA,PG,92,60000000
Madea's Witness Protection,2012,Comedy,Color,English,USA,PG-13,114,20000000
A Man Apart,2003,Action,Color,English,USA,R,109,36000000
Parental Guidance,2012,Comedy,Color,English,USA,PG,105,25000000
Memoirs of an Invisible Man,1992,Comedy,Color,English,USA,PG-13,99,40000000
Dante's Peak,1997,Action,Color,English,USA,PG-13,108,116000000
Green Lantern,2011,Action,Color,English,USA,PG-13,123,200000000
Hop,2011,Adventure,Color,English,USA,PG,95,63000000
Resident Evil: Retribution,2012,Action,Color,English,Germany,R,96,65000000
House of 1000 Corpses,2003,Horror,Black and White,English,USA,R,105,7000000
My Best Friend's Girl,2008,Comedy,Color,English,USA,R,112,40000000
Wrath of the Titans,2012,Action,Color,English,USA,PG-13,99,150000000
The Wolfman,2010,Drama,Color,English,USA,R,119,150000000
Semi-Pro,2008,Comedy,Color,English,USA,R,99,55000000
What to Expect When You're Expecting,2012,Comedy,Color,English,USA,PG-13,110,40000000
Joe Somebody,2001,Comedy,Color,English,USA,PG,98,38000000
Phat Girlz,2006,Comedy,Color,English,USA,PG-13,99,3000000
The Tourist,2010,Action,Color,English,USA,PG-13,103,100000000
Dream House,2011,Drama,Color,English,USA,PG-13,84,55000000
The Tourist,2010,Action,Color,English,USA,PG-13,103,100000000
Transcendence,2014,Drama,Color,English,UK,PG-13,119,100000000
Untraceable,2008,Crime,Color,English,USA,R,101,35000000
Punisher: War Zone,2008,Action,Color,English,USA,R,103,35000000
Resident Evil: Afterlife,2010,Action,Color,English,Germany,R,97,60000000
After.Life,2009,Drama,Color,English,USA,R,104,4500000
Fun Size,2012,Adventure,Color,English,USA,PG-13,86,14000000
Dr. Dolittle 2,2001,Comedy,Color,English,USA,PG,87,72000000
You Got Served,2004,Drama,Color,English,USA,PG-13,95,8000000
The Best of Me,2014,Drama,Color,English,USA,PG-13,118,26000000
Mercury Rising,1998,Action,Color,English,USA,R,111,60000000
Mercury Rising,1998,Action,Color,English,USA,R,111,60000000
The Last Witch Hunter,2015,Action,Color,English,USA,PG-13,106,90000000
Laws of Attraction,2004,Comedy,Color,English,Ireland,PG-13,90,28000000
Machete Kills,2013,Action,Color,English,Russia,R,107,20000000
The Pacifier,2005,Action,Color,English,Canada,PG,95,56000000
Spawn,1997,Action,Color,English,USA,R,98,40000000
When a Stranger Calls,2006,Horror,Color,English,USA,PG-13,87,15000000
Dracula 2000,2000,Action,Color,English,USA,R,99,28000000
Monkeybone,2001,Animation,Color,English,USA,PG-13,93,75000000
The Twilight Saga: New Moon,2009,Adventure,Color,English,USA,PG-13,130,50000000
Halloween III: Season of the Witch,1982,Horror,Color,English,USA,R,98,2500000
The Ugly Truth,2009,Comedy,Color,English,USA,R,96,38000000
The General's Daughter,1999,Drama,Color,English,USA,R,116,95000000
Man of the Year,2006,Comedy,Color,English,USA,PG-13,115,20000000
That Awkward Moment,2014,Comedy,Color,English,USA,R,94,8000000
The One,2001,Action,Color,English,USA,PG-13,85,49000000
Beastly,2011,Drama,Color,English,USA,PG-13,86,17000000
Jingle All the Way,1996,Comedy,Color,English,USA,PG,94,60000000
The Tempest,2010,Comedy,Color,English,USA,PG-13,110,20000000
Saving Silverman,2001,Comedy,Color,English,USA,PG-13,96,22000000
My Life in Ruins,2009,Comedy,Color,English,USA,PG-13,98,17000000
End of Days,1999,Action,Color,English,USA,R,121,83000000
Legends of Oz: Dorothy's Return,2013,Adventure,Color,English,USA,PG,88,70000000
12 Rounds,2009,Action,Color,English,USA,PG-13,108,22000000
Moms' Night Out,2014,Comedy,Color,English,USA,PG,98,5000000
Paul Blart: Mall Cop,2009,Action,Color,English,USA,PG,91,26000000
Cursed,2005,Comedy,Color,English,USA,PG-13,99,35000000
Agent Cody Banks,2003,Action,Color,English,USA,PG,102,26000000
47 Ronin,2013,Action,Color,English,USA,PG-13,128,175000000
Repo Men,2010,Action,Color,English,USA,R,119,32000000
Hannibal Rising,2007,Crime,Color,English,UK,R,131,50000000
What's Your Number?,2011,Comedy,Color,English,USA,R,117,20000000
London Has Fallen,2016,Action,Color,English,UK,R,99,60000000
Sanctum,2011,Adventure,Color,English,USA,R,108,30000000
Next Day Air,2009,Action,Color,English,USA,R,84,3000000
Into the Storm,2014,Action,Color,English,USA,PG-13,89,50000000
Red Planet,2000,Action,Color,English,USA,PG-13,106,70000000
Love Ranch,2010,Comedy,Color,English,USA,R,117,25000000
Think Like a Man Too,2014,Comedy,Color,English,USA,PG-13,106,24000000
Sorority Row,2009,Horror,Color,English,USA,R,101,16000000
Endless Love,2014,Drama,Color,English,USA,PG-13,104,20000000
Mirrors,2008,Horror,Color,English,USA,R,112,35000000
Planet 51,2009,Adventure,Color,English,Spain,PG,91,70000000
Joe Dirt,2001,Adventure,Color,English,USA,PG-13,91,17700000
Mr. Deeds,2002,Comedy,Color,English,USA,PG-13,96,50000000
Gothika,2003,Horror,Color,English,USA,R,98,40000000
Four Christmases,2008,Comedy,Color,English,Germany,PG-13,88,80000000
Employee of the Month,2006,Comedy,Color,English,USA,PG-13,103,12000000
The Adventurer: The Curse of the Midas Box,2013,Adventure,Color,English,UK,PG,100,25000000
Good,2008,Drama,Color,English,UK,R,92,15000000
A Cinderella Story,2004,Comedy,Color,English,USA,PG,95,20000000
The Texas Chainsaw Massacre: The Beginning,2006,Horror,Color,English,USA,R,83,16000000
Hard Rain,1998,Action,Color,English,USA,R,97,70000000
Made of Honor,2008,Comedy,Color,English,USA,PG-13,101,40000000
The Nutcracker,1993,Family,Color,English,USA,G,92,19000000
I Know What You Did Last Summer,1997,Horror,Color,English,USA,R,99,17000000
By the Sea,2015,Drama,Color,English,USA,R,122,10000000
Clockstoppers,2002,Action,Color,English,USA,PG,94,26000000
Paranormal Activity: The Marked Ones,2014,Fantasy,Color,English,USA,R,101,5000000
Justin Bieber: Never Say Never,2011,Documentary,Color,English,USA,G,115,13000000
The Rite,2011,Drama,Color,English,USA,PG-13,114,37000000
The Reaping,2007,Horror,Color,English,USA,R,99,40000000
And So It Goes,2014,Comedy,Color,English,USA,PG-13,94,18000000
Angel Eyes,2001,Drama,Color,English,USA,R,102,38000000
American Dreamz,2006,Comedy,Color,English,USA,PG-13,107,19000000
Blackhat,2015,Action,Color,English,USA,R,133,70000000
The Counselor,2013,Crime,Color,English,USA,R,138,25000000
Case 39,2009,Horror,Color,English,USA,R,109,27000000
The Postman,1997,Action,Color,English,USA,R,177,80000000
Grown Ups,2010,Comedy,Color,English,USA,PG-13,102,80000000
Analyze That,2002,Comedy,Color,English,USA,R,96,60000000
Pan,2015,Adventure,Color,English,USA,PG,111,150000000
Pan,2015,Adventure,Color,English,USA,PG,111,150000000
Pan,2015,Adventure,Color,English,USA,PG,111,150000000
Hudson Hawk,1991,Action,Color,English,USA,R,100,70000000
Dumb and Dumber To,2014,Comedy,Color,English,USA,PG-13,109,35000000
Identity Thief,2013,Comedy,Color,English,USA,R,120,35000000
The Benchwarmers,2006,Comedy,Color,English,USA,PG-13,75,33000000
Evan Almighty,2007,Comedy,Color,English,USA,PG,96,175000000
Boys and Girls,2000,Comedy,Color,English,USA,PG-13,94,16000000
Fat Albert,2004,Comedy,Color,English,USA,PG,93,26000000
The Huntsman: Winter's War,2016,Action,Color,English,USA,PG-13,120,115000000
Teenage Mutant Ninja Turtles,2014,Action,Color,English,USA,PG-13,101,125000000
Teenage Mutant Ninja Turtles,2014,Action,Color,English,USA,PG-13,101,125000000
Deuces Wild,2002,Action,Color,English,USA,R,96,10000000
Fantastic Four,2015,Action,Color,English,USA,PG-13,100,120000000
Fantastic Four,2015,Action,Color,English,USA,PG-13,100,120000000
Something Borrowed,2011,Comedy,Color,English,USA,PG-13,112,35000000
Teenage Mutant Ninja Turtles III,1993,Action,Color,English,USA,PG,96,17000000
Sphere,1998,Drama,Color,English,USA,PG-13,134,75000000
Georgia Rule,2007,Comedy,Color,English,USA,R,113,20000000
Priest,2011,Action,Color,English,USA,PG-13,87,60000000
Collateral Damage,2002,Action,Color,English,USA,R,108,85000000
"Dude, Where's My Car?",2000,Comedy,Color,English,USA,PG-13,83,13000000
The Dilemma,2011,Comedy,Color,English,USA,PG-13,111,70000000
Thunderbirds,2004,Action,Color,English,UK,PG,95,57000000
Beverly Hills Chihuahua,2008,Adventure,Color,English,USA,PG,91,20000000
Very Bad Things,1998,Comedy,Color,English,USA,R,100,10000000
Victor Frankenstein,2015,Drama,Color,English,USA,PG-13,110,40000000
Get Hard,2015,Comedy,Color,English,USA,R,107,40000000
Victor Frankenstein,2015,Drama,Color,English,USA,PG-13,110,40000000
Victor Frankenstein,2015,Drama,Color,English,USA,PG-13,110,40000000
Blade: Trinity,2004,Action,Color,English,USA,R,122,65000000
The Fourth Kind,2009,Mystery,Color,English,USA,PG-13,98,10000000
Pompeii,2014,Action,Color,English,Canada,PG-13,105,80000000
See Spot Run,2001,Action,Color,English,USA,PG,94,35000000
The Brothers Solomon,2007,Comedy,Color,English,USA,R,93,10000000
Scooby-Doo,2002,Adventure,Color,English,USA,PG,86,84000000
The Divide,2011,Drama,Color,English,Germany,R,122,3000000
Just My Luck,2006,Comedy,Color,English,USA,PG-13,103,28000000
The Stepford Wives,2004,Comedy,Color,English,USA,PG-13,93,90000000
That's My Boy,2012,Comedy,Color,English,USA,R,116,70000000
The Back-up Plan,2010,Comedy,Color,English,USA,PG-13,104,35000000
Snow Dogs,2002,Adventure,Color,English,Canada,PG,99,35000000
